ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
7281,1959,4,3,4367427.5,0,0,05-11-2013,80,6885,935,4250,255,170,3315,1,1,3,4,2,0,0,0,0,0,0,3,11,0
2139,1975,3,2,637500.0,1,0,02-10-2013,19,255,85,850,255,170,1020,3,2,0,3,5,0,0,0,0,0,0,3,11,0
7286,1968,2,4,3546880.0,1,0,24-05-2013,92,1105,510,1275,255,425,1105,1,2,0,2,10,0,0,0,0,0,0,3,11,0
7244,1951,2,3,4367427.5,2,1,01-01-2014,96,4080,425,4080,510,850,595,3,2,1,4,6,0,0,0,0,0,0,3,11,0
6566,1954,4,2,6166750.0,1,1,08-11-2012,39,70210,4250,26945,4250,3230,3230,9,5,2,12,8,0,0,0,0,0,0,3,11,0
8614,1957,2,5,5566310.0,0,1,12-05-2014,29,20825,1615,10625,3145,5695,1190,1,4,2,10,2,0,0,0,0,0,0,3,11,0
1331,1977,2,3,3042150.0,1,0,02-01-2013,54,1020,510,1700,2550,85,255,2,2,0,3,7,0,0,0,0,0,0,3,11,0
9381,1978,2,2,5641705.0,1,1,12-06-2013,57,27880,765,10540,1020,2040,9265,7,4,2,10,3,0,0,0,0,0,0,3,11,0
7437,1988,2,3,2374730.0,1,0,28-04-2014,31,1105,0,680,170,85,425,1,1,0,4,3,0,0,0,0,0,0,3,11,0
8557,1982,2,3,4367427.5,1,0,17-06-2013,57,935,255,1870,170,170,510,2,2,0,3,6,0,0,0,0,0,0,3,11,0
8375,1968,4,2,4756090.0,0,1,03-03-2014,63,37995,0,2380,0,0,3655,3,8,2,6,7,0,0,0,0,0,0,3,11,0
3076,1975,2,4,5665505.0,1,1,07-09-2012,18,38420,1530,8670,1360,1530,510,4,4,2,12,3,0,0,0,0,0,0,3,11,0
6518,1951,4,5,5752800.0,0,1,11-06-2013,8,46410,0,4080,0,510,510,1,7,3,8,5,0,0,0,0,0,0,3,11,0
1386,1967,2,4,2760290.0,1,1,11-05-2014,0,850,0,85,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0
4477,1958,2,4,5873160.0,0,1,27-09-2013,4,20995,4165,13515,595,6970,9265,1,5,2,10,4,0,0,0,0,0,0,3,11,0
1357,1970,2,4,6362590.0,1,2,08-04-2013,90,72760,5015,41395,4930,2465,6205,7,2,5,5,5,0,0,0,0,0,0,3,11,0
10629,1973,0,2,4367427.5,1,0,14-09-2012,25,2125,255,3655,1445,340,1445,3,3,0,3,8,0,0,0,0,0,0,3,11,0
6312,1959,2,2,5527635.0,0,1,17-03-2013,29,21930,9095,24735,7140,3145,7310,4,10,3,13,7,0,0,0,0,0,0,3,11,0
1050,1952,2,2,2408220.0,0,0,30-04-2014,58,1190,850,1105,340,1275,765,1,2,1,4,2,0,0,0,0,0,0,3,11,0
5846,1977,2,1,3420910.0,1,0,19-12-2012,68,170,85,510,170,85,85,1,1,0,2,6,0,0,0,0,0,0,3,11,0
3332,1985,2,3,2529600.0,1,0,29-08-2012,87,5440,340,5780,595,425,1445,4,3,1,4,8,0,0,0,0,0,0,3,11,0
2261,1969,2,2,2235840.0,1,0,23-06-2013,5,340,85,425,170,0,340,1,1,0,2,7,0,0,0,0,0,0,3,11,0
5346,1973,0,2,2002515.0,1,0,03-07-2013,87,2125,425,1615,595,0,1955,3,3,0,3,7,0,0,0,0,0,0,3,11,0
4119,1963,3,4,3282700.0,0,0,11-05-2013,56,9520,1445,3740,2890,1870,7565,1,2,5,3,3,0,0,0,0,0,0,3,11,0
535,1987,2,1,6915685.0,0,0,25-02-2014,18,13855,1955,36040,2295,5525,6460,1,3,10,13,1,0,0,0,0,0,0,3,11,0
5268,1960,2,2,2502400.0,1,1,11-08-2013,95,1445,680,1190,850,340,255,2,1,0,4,7,0,0,0,0,0,0,3,11,0
771,1967,2,4,4605130.0,0,1,21-01-2014,79,11475,765,3315,340,0,595,1,2,2,5,2,0,0,0,0,0,0,3,11,0
9235,1957,2,3,4367427.5,1,1,27-05-2014,45,595,0,680,170,0,85,1,1,0,2,7,0,0,0,0,0,0,3,11,0
5798,1973,3,4,4367427.5,0,0,23-11-2013,87,37825,3145,30515,8330,2380,1530,1,2,4,8,1,0,0,0,0,0,0,3,11,0
11178,1972,3,3,3603490.0,1,0,23-03-2014,69,1275,170,850,0,85,340,1,1,0,3,7,0,0,0,0,0,0,3,11,0
2230,1970,4,2,2008210.0,1,0,24-05-2014,84,2295,170,1190,0,0,0,3,3,1,3,5,0,0,0,0,0,0,3,11,0
7516,1983,2,2,2558160.0,1,0,22-05-2014,30,425,255,935,1020,425,765,1,2,0,3,6,0,0,0,0,0,0,3,11,0
11100,1972,2,1,4404105.0,1,1,11-04-2013,37,4335,170,595,0,85,170,2,2,0,3,7,0,0,0,0,0,0,3,11,0
3037,1983,4,2,4262750.0,0,0,20-06-2013,32,11475,3910,7820,5525,5185,935,2,5,2,7,5,0,0,0,0,0,0,3,11,0
1473,1960,0,3,4064955.0,0,1,23-07-2013,0,4505,85,425,170,85,850,2,2,0,3,8,0,0,0,0,0,0,3,11,0
1016,1959,4,3,2937090.0,0,1,30-03-2014,43,3485,85,510,170,0,425,2,2,0,3,6,0,0,0,0,0,0,3,11,0
9370,1945,4,2,5596910.0,0,0,17-05-2013,68,47770,6885,23460,6800,3400,6885,1,6,3,6,4,0,0,0,0,0,0,3,11,0
8373,1979,1,4,2090490.0,1,0,10-12-2013,94,85,255,510,850,0,765,1,1,0,3,5,0,0,0,0,0,0,3,11,0
7533,1964,2,2,4173160.0,1,1,24-09-2013,15,12240,85,2720,170,85,595,4,4,1,4,7,0,0,0,0,0,0,3,11,0
3629,1978,2,3,3277345.0,1,0,19-12-2012,17,6460,255,2635,340,340,2295,2,3,1,3,7,0,0,0,0,0,0,3,11,0
5077,1979,2,4,6570330.0,0,1,02-11-2013,46,36125,9775,24820,1955,2975,6715,1,6,6,11,3,0,0,0,0,0,0,3,11,0
9215,1980,4,2,3737790.0,1,0,12-12-2012,19,32130,0,8585,0,0,6120,5,6,4,6,7,0,0,0,0,0,0,3,11,0
2286,1962,2,3,4316725.0,1,1,10-09-2013,27,5440,85,1785,0,85,2295,2,2,1,3,6,0,0,0,0,0,0,3,11,0
5234,1967,0,4,2614005.0,1,1,11-07-2013,85,1020,425,2125,0,765,2550,2,1,1,3,5,0,0,0,0,0,0,3,11,0
9862,1969,2,4,1863030.0,1,0,14-11-2013,37,85,510,595,935,425,255,2,2,0,3,6,0,0,0,0,0,0,3,11,0
9805,1953,3,4,4770965.0,0,1,20-06-2013,65,27200,4080,11305,3315,6120,4080,4,6,2,10,4,0,0,0,0,0,0,3,11,0
8442,1985,3,2,1658350.0,2,0,04-09-2013,63,765,0,595,255,340,595,2,1,0,3,7,0,0,0,0,0,0,3,11,0
7386,1976,2,1,2634320.0,1,0,22-04-2013,83,1445,0,1190,595,255,170,1,1,0,3,7,0,0,0,0,0,0,3,11,0
3381,1953,3,2,4619580.0,1,1,08-06-2014,51,5950,0,1360,0,0,340,2,2,0,4,6,0,0,0,0,0,0,3,11,0
8268,1961,4,2,4367427.5,0,1,11-07-2013,23,29920,0,2295,850,0,1275,3,6,1,7,6,0,0,0,0,0,0,3,11,0
11051,1956,4,4,6576960.0,1,1,10-05-2014,72,41820,1615,9350,1360,1020,1020,4,6,3,10,4,0,0,0,0,0,0,3,11,0
8026,1952,2,2,5354830.0,0,1,30-09-2013,10,10200,4930,6205,5525,7565,4930,5,5,4,5,5,0,0,0,0,0,0,3,11,0
433,1958,3,0,5213135.0,1,1,10-03-2013,42,45390,425,3995,0,425,3485,5,11,1,6,8,0,0,0,0,0,0,3,11,0
9597,1969,2,2,6243080.0,0,0,10-02-2014,10,20060,9010,16065,1955,3485,11050,1,7,2,9,4,0,0,0,0,0,0,3,11,0
1295,1963,2,2,4367427.5,0,1,11-08-2013,96,19635,5525,16660,3230,6035,10540,1,6,5,7,4,0,0,0,0,0,0,3,11,0
5290,1964,4,2,3531835.0,1,1,14-08-2013,51,18700,0,2805,255,0,1955,5,5,1,5,8,0,0,0,0,0,0,3,11,0
5342,1976,1,1,811580.0,1,0,08-08-2012,31,0,85,255,850,510,765,2,1,0,3,8,0,0,0,0,0,0,3,11,0
9579,1959,4,2,2869770.0,2,1,07-07-2013,61,4505,85,2890,170,0,1360,3,2,2,2,8,0,0,0,0,0,0,3,11,0
1461,1965,4,1,3138285.0,1,1,28-07-2013,74,1445,85,1020,255,85,340,2,2,0,3,7,0,0,0,0,0,0,3,11,0
8690,1962,2,2,7319435.0,0,0,19-04-2013,73,33915,2380,64260,3060,3400,10710,1,5,7,10,2,0,0,0,0,0,0,3,11,0
2937,1974,4,3,5809920.0,0,1,28-08-2013,47,52190,1360,11220,3655,2805,2805,3,8,5,9,6,0,0,0,0,0,0,3,11,0
9701,1988,2,4,3560055.0,1,0,19-03-2013,13,2720,2890,3485,6205,1360,9860,3,4,2,3,7,0,0,0,0,0,0,3,11,0
9949,1976,2,2,5083765.0,0,2,18-10-2012,36,50830,1360,11985,2720,3485,4165,3,3,3,6,8,0,0,0,0,0,0,3,11,0
5885,1973,0,2,3033480.0,2,1,22-08-2012,94,6205,255,7650,1020,85,2720,7,4,1,4,8,0,0,0,0,0,0,3,11,0
4050,1966,3,2,4216425.0,0,0,21-06-2014,65,3570,1360,2465,1020,1700,680,1,2,1,4,3,0,0,0,0,0,0,3,11,0
3830,1953,3,2,5045090.0,0,2,24-04-2014,59,25075,1785,6630,3315,1105,1105,1,4,4,7,3,0,0,0,0,0,0,3,11,0
7798,1972,0,4,3939240.0,0,1,14-12-2012,28,19805,1700,4845,680,1700,7735,4,7,1,5,7,0,0,0,0,0,0,3,11,0
92,1988,2,0,2904960.0,1,0,12-05-2014,12,425,595,2040,1615,1190,1700,4,3,0,4,6,0,0,0,0,0,0,3,11,0
7055,1952,4,4,5185850.0,0,1,09-10-2012,57,75480,0,4845,0,0,6460,2,8,5,11,5,0,0,0,0,0,0,3,11,0
3025,1958,2,3,4247195.0,0,1,08-07-2013,4,18020,510,5865,340,1020,255,3,6,1,5,7,0,0,0,0,0,0,3,11,0
9283,1978,2,3,5116915.0,1,2,12-09-2013,49,680,85,595,170,0,0,1,0,0,3,4,0,0,0,0,0,0,3,11,0
9970,1977,2,4,4706875.0,0,1,17-10-2013,3,3570,935,4845,850,2380,1190,1,1,1,6,2,0,0,0,0,0,0,3,11,0
2730,1955,2,3,6826945.0,0,0,20-08-2013,64,45560,935,32895,12665,7735,4845,1,3,4,10,1,0,0,0,0,0,0,3,11,0
2795,1958,3,3,2594455.0,2,1,01-07-2013,0,425,0,255,0,0,425,1,1,0,2,7,0,0,0,0,0,0,3,11,0
9260,1945,4,2,5980260.0,0,0,05-11-2012,20,114665,1360,21165,3655,1360,2805,2,10,6,9,6,0,0,0,0,0,0,3,11,0
8182,1984,2,2,1974380.0,1,0,05-01-2014,91,4505,255,4165,595,340,425,4,3,0,4,8,0,0,0,0,0,0,3,11,0
10095,1975,4,1,6304025.0,0,0,01-05-2013,9,85085,1020,20400,1360,1020,1020,1,5,4,10,2,0,0,0,0,0,0,3,11,0
4370,1966,2,4,3695970.0,2,1,13-11-2013,83,1530,85,2720,510,255,2380,3,2,0,4,6,0,0,0,0,0,0,3,11,0
3152,1957,2,4,2217735.0,1,1,25-02-2014,84,1275,850,1615,680,1445,1700,3,2,1,3,5,0,0,0,0,0,0,3,11,0
5610,1965,2,4,2843760.0,1,1,21-04-2014,58,595,255,850,680,85,595,2,1,0,3,7,0,0,0,0,0,0,3,11,0
6460,1982,2,2,2441030.0,1,0,13-07-2013,78,1020,340,510,935,680,1360,2,2,0,3,8,0,0,0,0,0,0,3,11,0
1349,1970,2,2,4287995.0,2,0,21-04-2014,4,7225,595,2040,170,255,2295,1,3,1,3,6,0,0,0,0,0,0,3,11,0
1880,1959,4,4,4550645.0,1,1,30-01-2014,17,6885,0,510,0,0,510,2,2,1,3,5,0,0,0,0,0,0,3,11,0
8717,1975,4,2,6836295.0,0,1,12-09-2012,56,97665,6035,38165,5865,6035,2210,1,11,8,8,5,0,0,0,0,0,0,3,11,0
10854,1970,4,2,3302505.0,1,1,23-05-2014,90,2465,0,1190,0,0,170,2,2,0,3,7,0,0,0,0,0,0,3,11,0
10492,1959,2,4,3254225.0,2,1,24-06-2014,96,170,0,425,170,0,85,1,0,0,3,2,0,0,0,0,0,0,3,11,0
7698,1976,4,2,4390250.0,0,1,11-05-2014,81,12920,255,1870,170,425,595,1,4,1,4,5,0,0,0,0,0,0,3,11,0
3559,1988,0,2,1381080.0,1,0,10-05-2014,77,1020,935,850,255,1020,765,3,2,1,3,6,0,0,0,0,0,0,3,11,0
10562,1946,3,2,5680975.0,0,0,28-09-2013,21,52700,2210,16575,2890,1445,11985,1,6,4,13,2,0,0,0,0,0,0,3,11,0
10796,1984,3,2,2590545.0,1,0,22-01-2014,16,3995,85,510,0,0,1020,1,1,1,3,6,0,0,0,0,0,0,3,11,0
2563,1961,1,2,2401165.0,0,0,15-06-2014,80,85,765,595,170,1190,850,1,2,0,3,6,0,0,0,0,0,0,3,11,0
3518,1983,2,2,2148035.0,1,0,05-12-2012,45,850,85,1530,850,340,595,1,1,1,2,9,0,0,0,0,0,0,3,11,0
5823,1970,4,3,2745755.0,0,1,08-03-2014,63,2975,0,170,0,0,170,2,1,0,4,5,0,0,0,0,0,0,3,11,0
3934,1966,2,2,5209310.0,0,1,02-08-2013,34,30260,0,9095,1615,765,9945,2,7,1,8,5,0,0,0,0,0,0,3,11,0
6982,1976,2,2,6295780.0,0,0,19-03-2013,14,66555,2550,45645,11900,6460,1275,1,4,10,9,2,0,0,0,0,0,0,3,11,0
6431,1964,4,2,3889515.0,1,1,23-02-2013,13,3570,85,1530,255,0,340,2,2,0,3,7,0,0,0,0,0,0,3,11,0
1324,1988,2,2,3304120.0,1,0,30-05-2013,93,1955,255,1785,255,1615,1870,2,3,0,3,8,0,0,0,0,0,0,3,11,0
326,1973,2,2,4347580.0,1,1,18-02-2013,38,19975,510,3825,680,765,1020,4,5,1,6,6,0,0,0,0,0,0,3,11,0
7224,1977,2,2,2665005.0,1,1,29-12-2013,24,850,0,850,255,85,595,2,1,1,2,8,0,0,0,0,0,0,3,11,0
6999,1980,3,2,5921185.0,0,0,13-05-2014,80,55760,1360,9010,2720,1360,680,1,7,3,12,3,0,0,0,0,0,0,3,11,0
8727,1978,2,1,5413905.0,0,1,14-10-2013,63,49895,3655,28645,3570,7395,4590,3,11,6,9,6,0,0,0,0,0,0,3,11,0
1030,1965,4,3,3454145.0,1,1,17-07-2013,72,1870,0,1105,0,0,255,2,1,0,3,7,0,0,0,0,0,0,3,11,0
5552,1963,3,1,4141285.0,1,1,13-05-2013,50,6885,1530,9605,3995,1105,1785,6,4,2,5,6,0,0,0,0,0,0,3,11,0
868,1966,2,2,3807490.0,0,1,08-06-2014,99,4590,0,595,0,0,340,1,2,0,3,6,0,0,0,0,0,0,3,11,0
2677,1956,2,4,3918245.0,0,1,31-03-2013,11,6120,2040,5780,5525,340,680,5,3,1,6,4,0,0,0,0,0,0,3,11,0
6927,1968,4,2,3772045.0,1,1,05-10-2012,70,19040,0,2550,0,0,850,8,5,1,5,8,0,0,0,0,0,0,3,11,0
1584,1977,2,2,3522655.0,1,0,01-04-2014,79,14535,595,14535,2125,1615,7565,6,8,1,5,8,0,0,0,0,0,0,3,11,0
7264,1978,0,3,4436575.0,2,1,12-05-2014,2,1020,0,340,0,0,85,1,1,0,2,8,0,0,0,0,0,0,3,11,0
1377,1954,3,5,3786835.0,0,1,31-08-2013,24,15470,340,2805,0,0,5610,2,4,1,5,7,0,0,0,0,0,0,3,11,0
454,1980,2,4,5908180.0,1,0,14-11-2012,48,70040,2720,13770,3570,2720,3655,2,11,4,11,6,0,0,0,0,0,0,3,11,0
1755,1988,0,4,3842340.0,1,0,11-04-2014,93,2550,935,2125,2465,85,1530,1,1,1,4,3,0,0,0,0,0,0,3,11,0
2075,1969,2,2,6159100.0,0,0,14-11-2013,56,32045,850,45900,6800,2550,850,1,3,5,7,1,0,0,0,0,0,0,3,11,0
4785,1970,4,4,6597870.0,0,2,14-04-2014,3,44200,595,13090,1615,0,1190,2,6,3,11,3,0,0,0,0,0,0,3,11,0
9076,1980,4,2,2612220.0,1,0,05-01-2013,44,13175,85,2125,0,85,255,4,4,1,4,8,0,0,0,0,0,0,3,11,0
7079,1962,2,1,5430395.0,0,1,08-09-2012,38,76245,1955,17595,1275,935,7820,5,9,6,12,6,0,0,0,0,0,0,3,11,0
4653,1978,2,4,3570935.0,1,0,26-03-2013,46,11135,0,1360,170,85,3315,4,3,1,4,8,0,0,0,0,0,0,3,11,0
709,1952,2,1,4380645.0,0,1,09-12-2012,27,66895,1700,17340,0,0,7820,3,2,2,11,8,0,0,0,0,0,0,3,11,0
460,1972,4,2,6794050.0,0,0,08-08-2012,72,67320,7310,62900,5695,4335,1445,1,3,5,8,2,0,0,0,0,0,0,3,11,0
3726,1986,4,4,2917200.0,1,0,16-02-2014,66,340,85,765,255,0,0,1,1,0,2,8,0,0,0,0,0,0,3,11,0
1606,1971,2,4,3280150.0,1,0,15-05-2013,65,255,85,680,340,255,255,1,1,0,2,8,0,0,0,0,0,0,3,11,0
9617,1951,2,3,1277805.0,0,0,16-04-2014,37,0,340,425,510,0,340,1,1,0,3,3,0,0,0,0,0,0,3,11,0
3233,1965,4,2,5333325.0,0,1,23-03-2013,89,47770,1785,39440,2380,850,2720,3,7,8,11,5,0,0,0,0,0,0,3,11,0
89,1975,0,2,1888020.0,1,0,09-12-2013,49,425,765,1700,510,680,1785,2,2,0,4,6,0,0,0,0,0,0,3,11,0
2936,1982,3,4,2011185.0,1,0,04-12-2013,46,1530,0,340,0,0,85,1,1,0,3,7,0,0,0,0,0,0,3,11,0
9449,1958,4,3,6779685.0,0,1,04-10-2013,32,35275,425,10540,1275,2975,935,1,5,2,11,3,0,0,0,0,0,0,3,11,0
7297,1973,2,3,637500.0,1,0,26-12-2013,54,425,255,850,1020,595,1700,4,3,1,3,7,0,0,0,0,0,0,3,11,0
10735,1971,2,3,1938340.0,1,0,31-07-2013,75,1190,85,595,170,85,85,1,2,0,2,9,0,0,0,0,0,0,3,11,0
6439,1958,2,2,5191290.0,0,1,17-08-2012,37,67065,0,11305,0,2380,12920,7,11,5,8,7,0,0,0,0,0,0,3,11,0
7411,1964,4,2,2693310.0,1,1,05-06-2014,31,935,0,425,0,0,85,2,1,0,3,6,0,0,0,0,0,0,3,11,0
9265,1953,2,2,6377295.0,0,1,09-01-2013,74,78625,5440,15215,11305,1020,6545,2,9,4,6,5,0,0,0,0,0,0,3,11,0
10236,1975,3,3,2648600.0,1,0,16-09-2013,59,1360,255,2125,510,85,1105,2,2,0,3,8,0,0,0,0,0,0,3,11,0
6340,1985,2,3,2544730.0,1,0,27-10-2013,52,255,255,595,0,170,935,2,1,0,3,6,0,0,0,0,0,0,3,11,0
2227,1958,0,4,2251650.0,0,0,22-09-2012,92,3825,3995,4420,1785,1700,2125,2,3,1,5,6,0,0,0,0,0,0,3,11,0
10992,1967,2,4,6434670.0,1,1,29-08-2012,77,55250,2380,30005,3825,3570,2550,5,4,6,11,8,0,0,0,0,0,0,3,11,0
5304,1974,4,3,2626415.0,1,0,13-10-2012,35,2040,0,680,0,0,85,2,1,0,3,6,0,0,0,0,0,0,3,11,0
3406,1964,2,3,3909065.0,0,1,22-10-2012,97,11730,2805,7395,2380,2040,1020,4,3,2,7,3,0,0,0,0,0,0,3,11,0
2661,1964,2,3,1589585.0,1,1,04-06-2013,95,1020,340,170,850,510,850,4,2,0,4,5,0,0,0,0,0,0,3,11,0
3153,1957,4,3,3462645.0,2,1,08-12-2013,24,935,0,340,0,0,170,1,1,0,2,8,0,0,0,0,0,0,3,11,0
1184,1968,4,1,5922290.0,0,2,22-05-2013,46,47090,3485,18275,935,0,2040,3,10,2,10,5,0,0,0,0,0,0,3,11,0
4200,1970,3,2,3753515.0,1,0,17-06-2014,85,14195,170,5270,2040,1105,595,4,4,1,6,5,0,0,0,0,0,0,3,11,0
9396,1978,4,2,3205945.0,1,0,23-11-2012,31,765,0,510,340,85,425,1,1,0,2,9,0,0,0,0,0,0,3,11,0
6690,1966,3,2,3245215.0,1,1,14-03-2013,30,3230,340,1870,340,170,1700,4,3,1,3,7,0,0,0,0,0,0,3,11,0
4557,1970,2,4,1875950.0,1,0,04-10-2013,11,850,595,1615,680,170,1785,2,2,2,2,6,0,0,0,0,0,0,3,11,0
3066,1975,4,4,5261925.0,0,1,04-02-2014,2,14195,0,3655,510,170,1105,2,4,2,4,5,0,0,0,0,0,0,3,11,0
6336,1960,2,2,2491775.0,1,1,06-04-2014,55,1105,170,1190,680,595,340,4,2,0,4,6,0,0,0,0,0,0,3,11,0
10967,1963,2,1,2837130.0,1,1,06-02-2013,38,2805,510,3400,255,595,850,3,2,0,4,7,0,0,0,0,0,0,3,11,0
2304,1963,4,4,5636605.0,0,1,16-09-2013,86,53125,595,8415,850,1870,595,2,6,3,12,4,0,0,0,0,0,0,3,11,0
4391,1968,3,1,5426485.0,0,1,21-04-2013,64,53975,1275,8500,1700,595,11135,1,9,3,9,6,0,0,0,0,0,0,3,11,0
4669,1981,1,2,2080800.0,1,0,11-02-2013,46,340,1615,765,2380,2125,1445,3,3,0,4,7,0,0,0,0,0,0,3,11,0
8652,1946,2,4,3209600.0,0,0,31-08-2012,20,7140,425,3230,12750,1020,2380,2,4,1,6,7,0,0,0,0,0,0,3,11,0
1672,1974,4,4,5579400.0,0,1,01-03-2014,74,17340,595,12665,1700,1275,5610,1,5,1,8,2,0,0,0,0,0,0,3,11,0
8962,1975,3,2,3767115.0,1,1,17-04-2014,18,2210,0,680,0,0,255,2,2,0,3,5,0,0,0,0,0,0,3,11,0
9974,1974,2,2,2603635.0,1,0,12-07-2013,75,1275,510,1700,340,425,1700,1,3,1,2,7,0,0,0,0,0,0,3,11,0
10983,1952,2,4,6398630.0,0,0,29-01-2013,17,25840,8330,19550,12750,6290,6290,1,6,3,13,3,0,0,0,0,0,0,3,11,0
4697,1949,3,1,3010360.0,0,0,13-06-2013,62,21080,255,6885,340,255,4335,3,7,1,5,8,0,0,0,0,0,0,3,11,0
7254,1969,2,4,3260685.0,1,0,27-12-2013,74,3315,0,4760,1700,680,1190,3,3,1,3,7,0,0,0,0,0,0,3,11,0
4927,1971,2,4,1413210.0,2,0,15-01-2014,76,680,255,1870,1785,85,1105,3,3,0,3,9,0,0,0,0,0,0,3,11,0
10451,1965,2,4,2522120.0,1,1,12-03-2013,6,765,85,255,0,340,680,1,0,0,3,6,0,0,0,0,0,0,3,11,0
2874,1988,0,1,3007980.0,1,0,07-03-2013,20,510,340,595,340,255,680,1,1,0,3,7,0,0,0,0,0,0,3,11,0
